,remote_changes
1696,"[{'score': 0.521389, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.915218, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1697,"[{'score': 0.920133, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1698,"[{'score': 0.605345, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.964272, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1699,"[{'score': 0.971848, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.793846, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1700,"[{'score': 0.775384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1701,[]
1702,[]
1703,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1704,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1705,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1706,[]
1707,"[{'score': 0.517263, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.753635, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1708,[]
1709,"[{'score': 0.505314, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.936899, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.965157, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1710,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1711,"[{'score': 0.616424, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
1712,"[{'score': 0.775112, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.690684, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1713,"[{'score': 0.788547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1714,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1715,"[{'score': 0.520088, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
1716,"[{'score': 0.545801, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.600131, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1717,[]
1718,"[{'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1719,"[{'score': 0.994446, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1720,"[{'score': 0.543032, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
1721,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1722,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1723,"[{'score': 0.792052, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1724,"[{'score': 0.624958, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.519491, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.631525, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1725,"[{'score': 0.505355, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
1726,"[{'score': 0.868982, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1727,"[{'score': 0.970807, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1728,[]
1729,"[{'score': 0.589192, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1730,"[{'score': 0.738651, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.924803, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1731,"[{'score': 0.708394, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.709321, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1732,"[{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
1733,[]
1734,"[{'score': 0.621468, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.939594, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1735,[]
1736,[]
1737,[]
1738,"[{'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1739,[]
1740,"[{'score': 0.504911, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1741,"[{'score': 0.939283, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.979426, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1742,"[{'score': 0.676615, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
1743,[]
1744,"[{'score': 0.760265, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.931186, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1745,[]
1746,"[{'score': 0.966502, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.798695, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1747,[]
1748,[]
1749,[]
1750,"[{'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1751,"[{'score': 0.545024, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.819034, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1752,"[{'score': 0.757815, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
1753,[]
1755,"[{'score': 0.596122, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1756,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1757,[]
1758,"[{'score': 0.523127, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.633668, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.963624, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1759,"[{'score': 0.911857, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1760,"[{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1761,[]
1762,"[{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1763,"[{'score': 0.644965, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.789226, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1764,"[{'score': 0.777908, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.995065, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1765,"[{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.702145, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1766,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1767,[]
1768,"[{'score': 0.61929, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1769,"[{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.959869, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1770,"[{'score': 0.775384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1771,"[{'score': 0.78866, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.952793, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1772,"[{'score': 0.572591, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
1773,"[{'score': 0.995707, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1774,"[{'score': 0.559943, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
1775,
1776,[]
1777,[]
1778,[]
1779,"[{'score': 0.785963, 'tone_id': 'fear', 'tone_name': 'Fear'}]"
1780,"[{'score': 0.590296, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.883404, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.983475, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1781,"[{'score': 0.788837, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.530786, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.79901, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1782,[]
1783,"[{'score': 0.928936, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.896021, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1784,"[{'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1785,[]
1786,"[{'score': 0.573736, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1787,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1788,"[{'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1789,[]
1790,"[{'score': 0.649827, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.635298, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1791,"[{'score': 0.684453, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.709367, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1792,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1793,[]
1794,"[{'score': 0.596989, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
1795,[]
1796,"[{'score': 0.615842, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
1797,"[{'score': 0.541995, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.902459, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1798,"[{'score': 0.775166, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1799,[]
1800,"[{'score': 0.67368, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1801,"[{'score': 0.706075, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1802,"[{'score': 0.909883, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1803,[]
1804,[]
1805,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1806,"[{'score': 0.932977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1807,[]
1808,"[{'score': 0.587994, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.669437, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.777722, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.826565, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1809,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1810,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1811,"[{'score': 0.5002, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.929993, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1812,"[{'score': 0.785358, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.550706, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1813,"[{'score': 0.865159, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1814,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
1815,[]
1816,"[{'score': 0.904882, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1817,"[{'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1818,"[{'score': 0.681878, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
1819,"[{'score': 0.902459, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.748924, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1820,"[{'score': 0.624611, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.988931, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1821,"[{'score': 0.708394, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1822,"[{'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1823,[]
1824,"[{'score': 0.598719, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.633185, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1825,"[{'score': 0.939417, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1826,"[{'score': 0.555223, 'tone_id': 'anger', 'tone_name': 'Anger'}]"
1827,"[{'score': 0.924648, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.577118, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1828,"[{'score': 0.915914, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1829,"[{'score': 0.994551, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1830,"[{'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.832004, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1831,"[{'score': 0.797389, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1832,"[{'score': 0.804348, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
1833,[]
1834,"[{'score': 0.975886, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.989679, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1835,"[{'score': 0.502194, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1836,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
1837,"[{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
1838,[]
1839,"[{'score': 0.945947, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.970044, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1840,[]
1842,"[{'score': 0.569664, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.787073, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.836844, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1843,[]
1844,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1845,[]
1846,[]
1847,"[{'score': 0.913819, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1848,"[{'score': 0.696092, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1849,"[{'score': 0.959869, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1850,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1851,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1852,"[{'score': 0.595568, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.84639, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.700772, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1853,"[{'score': 0.924432, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1854,[]
1855,"[{'score': 0.605651, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
1856,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
1857,[]
1858,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1859,[]
1860,"[{'score': 0.565974, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.920133, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.937488, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1861,"[{'score': 0.982505, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1862,[]
1863,"[{'score': 0.794075, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.811849, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1864,[]
1865,[]
1866,"[{'score': 0.977355, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1867,[]
1868,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1869,"[{'score': 0.916118, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1870,[]
1871,"[{'score': 0.890747, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.899444, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1872,"[{'score': 0.966403, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.926828, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1873,"[{'score': 0.989846, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1874,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
1875,"[{'score': 0.506517, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
1876,"[{'score': 0.562559, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
1877,[]
1878,"[{'score': 0.779757, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1879,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1880,"[{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1881,"[{'score': 0.663987, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
1882,[]
1883,"[{'score': 0.574548, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1884,"[{'score': 0.643068, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
1885,"[{'score': 0.644884, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1886,"[{'score': 0.913724, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1887,"[{'score': 0.665848, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.516914, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1888,[]
1889,[]
1890,"[{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1891,"[{'score': 0.59933, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.948739, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.911628, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1892,"[{'score': 0.890188, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1893,"[{'score': 0.904038, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1894,"[{'score': 0.825947, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1895,"[{'score': 0.572747, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1896,[]
1897,"[{'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1898,"[{'score': 0.786895, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1899,"[{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1900,[]
1901,[]
1902,"[{'score': 0.639531, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1903,[]
1904,[]
1905,[]
1906,"[{'score': 0.554279, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1907,"[{'score': 0.544371, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.939283, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1908,"[{'score': 0.535834, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.601046, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1909,"[{'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1910,"[{'score': 0.660911, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1911,"[{'score': 0.503911, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.927401, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.898696, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1912,"[{'score': 0.619193, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.646387, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1913,"[{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1914,"[{'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1915,"[{'score': 0.971444, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1916,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1917,"[{'score': 0.733853, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1918,"[{'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1919,"[{'score': 0.555681, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.68408, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.98709, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1920,"[{'score': 0.702145, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1921,"[{'score': 0.587753, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
1922,"[{'score': 0.994057, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1923,"[{'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1924,"[{'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1925,"[{'score': 0.750465, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1926,"[{'score': 0.627245, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1927,"[{'score': 0.860656, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1928,[]
1929,[]
1930,"[{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1931,"[{'score': 0.808202, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.96305, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
1932,"[{'score': 0.515989, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.986321, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.916964, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
1933,"[{'score': 0.586749, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
1934,"[{'score': 0.828054, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.885463, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.998976, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
1935,"[{'score': 0.515711, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
