,why_mode
2512,"[{'score': 0.627606, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.857009, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2513,"[{'score': 0.874319, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2514,[]
2515,"[{'score': 0.906379, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2516,[]
2517,[]
2518,"[{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2519,"[{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2520,
2521,"[{'score': 0.529713, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
2522,[]
2523,"[{'score': 0.916623, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2524,"[{'score': 0.580696, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2525,[]
2526,[]
2527,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2528,"[{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
2529,"[{'score': 0.677232, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.906441, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2530,"[{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.847497, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2531,[]
2532,"[{'score': 0.78945, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.867679, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2533,"[{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2534,
2535,
2536,"[{'score': 0.760345, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.883404, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.751891, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2537,"[{'score': 0.538448, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2538,"[{'score': 0.658491, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2539,"[{'score': 0.837077, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
2540,"[{'score': 0.554442, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
2541,"[{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2542,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2543,"[{'score': 0.808202, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2544,"[{'score': 0.763084, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.859009, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2545,"[{'score': 0.702546, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2546,"[{'score': 0.549306, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.934455, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.726613, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2547,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2548,"[{'score': 0.890188, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2549,"[{'score': 0.98445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.877926, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2550,
2551,
2552,"[{'score': 0.703536, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2553,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2554,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2555,"[{'score': 0.707538, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2556,"[{'score': 0.996934, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2557,[]
2558,"[{'score': 0.831539, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.912998, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2559,[]
2560,"[{'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.599421, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2561,"[{'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2562,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2563,[]
2564,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2565,"[{'score': 0.672469, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2566,"[{'score': 0.511173, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2567,"[{'score': 0.891756, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2568,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2569,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2570,"[{'score': 0.84639, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.77494, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2571,[]
2572,
2573,"[{'score': 0.575281, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2574,"[{'score': 0.577713, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
2575,"[{'score': 0.530611, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2576,"[{'score': 0.83589, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2577,"[{'score': 0.608024, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.704683, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2578,
2579,"[{'score': 0.905748, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2580,
2581,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.767592, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2582,"[{'score': 0.534969, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.928936, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2583,"[{'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2584,"[{'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2585,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2586,"[{'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2587,"[{'score': 0.868982, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2588,"[{'score': 0.873624, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2589,"[{'score': 0.88404, 'tone_id': 'fear', 'tone_name': 'Fear'}]"
2590,"[{'score': 0.963079, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2591,"[{'score': 0.667902, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.805466, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2592,"[{'score': 0.530611, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2593,"[{'score': 0.885191, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2594,
2595,"[{'score': 0.784247, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2596,[]
2597,"[{'score': 0.557882, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2598,"[{'score': 0.870892, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2599,"[{'score': 0.587558, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.63125, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.586281, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2600,"[{'score': 0.610351, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.731735, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.659112, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2601,"[{'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2602,
2603,"[{'score': 0.519053, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
2604,"[{'score': 0.559371, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.937488, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2605,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2606,[]
2607,"[{'score': 0.868982, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2608,"[{'score': 0.501011, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.840228, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2609,"[{'score': 0.85028, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.89793, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2610,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2611,[]
2612,"[{'score': 0.825947, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2613,"[{'score': 0.61732, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2614,"[{'score': 0.685158, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
2615,"[{'score': 0.932977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2616,"[{'score': 0.529675, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
2617,"[{'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.947344, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2618,[]
2619,[]
2620,[]
2621,"[{'score': 0.869578, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.879695, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2622,"[{'score': 0.55793, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.88533, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2623,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2624,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.868982, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2625,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2626,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2627,[]
2628,"[{'score': 0.518893, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.531174, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.838983, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2629,[]
2630,"[{'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2631,"[{'score': 0.631063, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.592138, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.725086, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2632,[]
2633,"[{'score': 0.788816, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.69572, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2634,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2635,[]
2636,"[{'score': 0.853425, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2637,"[{'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2638,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2639,[]
2640,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2641,
2642,"[{'score': 0.755119, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
2643,[]
2644,"[{'score': 0.896021, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2645,[]
2646,
2647,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2648,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2649,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2650,
2651,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2652,"[{'score': 0.784116, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2653,"[{'score': 0.746238, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.932977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2654,
2655,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2656,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.562568, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2657,[]
2658,[]
2659,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2660,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2661,[]
2662,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.803567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2663,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2664,
2665,[]
2666,[]
2667,"[{'score': 0.915488, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.601046, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2668,"[{'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2669,"[{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2670,
2671,"[{'score': 0.982505, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2672,"[{'score': 0.819034, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2673,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2674,"[{'score': 0.528199, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2675,"[{'score': 0.551641, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2676,"[{'score': 0.927447, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.956284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2677,"[{'score': 0.825035, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2678,[]
2679,"[{'score': 0.828638, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2680,"[{'score': 0.50987, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
2681,"[{'score': 0.75389, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
2682,"[{'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2683,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2684,"[{'score': 0.50042, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2685,[]
2686,"[{'score': 0.941308, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2687,"[{'score': 0.651312, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
2688,[]
2689,"[{'score': 0.516236, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
2690,"[{'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2691,"[{'score': 0.512645, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.936402, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.770435, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2692,"[{'score': 0.930359, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2693,[]
2694,"[{'score': 0.518529, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2695,[]
2696,"[{'score': 0.991736, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2697,"[{'score': 0.596122, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.99277, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2698,[]
2699,"[{'score': 0.71572, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2700,"[{'score': 0.516654, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
2701,"[{'score': 0.541523, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.561417, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2702,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2703,"[{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2704,
2705,"[{'score': 0.561598, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
2706,"[{'score': 0.751891, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.891756, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2707,"[{'score': 0.745363, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.74948, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2708,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2709,"[{'score': 0.552305, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.660103, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2710,"[{'score': 0.961871, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2711,
2712,[]
2713,[]
2714,"[{'score': 0.583544, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.765977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2715,
2716,"[{'score': 0.842371, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2717,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2718,"[{'score': 0.500218, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.874319, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2719,"[{'score': 0.63071, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.978371, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2720,"[{'score': 0.947344, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2721,
2722,"[{'score': 0.780033, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.956418, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.936899, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2723,"[{'score': 0.847497, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2724,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2725,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2726,[]
2727,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2728,"[{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2729,"[{'score': 0.890603, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.977528, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2730,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2731,"[{'score': 0.970663, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.880065, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2732,"[{'score': 0.75773, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
2733,"[{'score': 0.957828, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2734,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2735,"[{'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2736,[]
2737,"[{'score': 0.662817, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2738,"[{'score': 0.85883, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.573521, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.752665, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2739,[]
2740,"[{'score': 0.596122, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2741,
2742,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.928936, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2743,"[{'score': 0.64763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2744,"[{'score': 0.623088, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.975244, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.95661, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
2745,"[{'score': 0.942573, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2746,"[{'score': 0.994303, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.859164, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2747,"[{'score': 0.540749, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.966403, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.812044, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2748,"[{'score': 0.562774, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
2749,"[{'score': 0.974201, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
2750,"[{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
